Program,Year,Period,Week Ending,State,Data Item,Value,CV (%)
SURVEY,2022,YEAR,,NEW JERSEY,"HAY, ALFALFA - ACRES HARVESTED","13,000",
SURVEY,2022,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","8,505,000",
SURVEY,2022,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","35,000",
SURVEY,2022,YEAR,,NEW JERSEY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.7,
SURVEY,2022,YEAR,,NEW MEXICO,"HAY, ALFALFA - ACRES HARVESTED","135,000",
SURVEY,2022,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","188,568,000",
SURVEY,2022,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","648,000",
SURVEY,2022,YEAR,,NEW MEXICO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.8,
SURVEY,2022,YEAR,,NEW YORK,"HAY, ALFALFA - ACRES HARVESTED","250,000",
SURVEY,2022,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","157,950,000",
SURVEY,2022,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","650,000",
SURVEY,2022,YEAR,,NEW YORK,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.6,
SURVEY,2022,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","6,000",
SURVEY,2022,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","3,960,000",
SURVEY,2022,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","18,000",
SURVEY,2022,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3,
SURVEY,2022,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,140,000",
SURVEY,2022,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","288,990,000",
SURVEY,2022,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,223,000",
SURVEY,2022,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.95,
SURVEY,2022,YEAR,,OHIO,"HAY, ALFALFA - ACRES HARVESTED","290,000",
SURVEY,2022,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","166,315,000",
SURVEY,2022,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","899,000",
SURVEY,2022,YEAR,,OHIO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,2022,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","220,000",
SURVEY,2022,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","109,560,000",
SURVEY,2022,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","440,000",
SURVEY,2022,YEAR,,OKLAHOMA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,2022,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","350,000",
SURVEY,2022,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","488,180,000",
SURVEY,2022,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,540,000",
SURVEY,2022,YEAR,,OREGON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.4,
SURVEY,2022,YEAR,,OTHER STATES,"HAY, ALFALFA - ACRES HARVESTED",0,
SURVEY,2022,YEAR,,OTHER STATES,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",0,
SURVEY,2022,YEAR,,OTHER STATES,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",0,
SURVEY,2022,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","310,000",
SURVEY,2022,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","270,072,000",
SURVEY,2022,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,116,000",
SURVEY,2022,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,2022,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED","1,000",
SURVEY,2022,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","460,000",
SURVEY,2022,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,000",
SURVEY,2022,YEAR,,RHODE ISLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.2,
SURVEY,2022,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,670,000",
SURVEY,2022,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","525,215,000",
SURVEY,2022,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,839,000",
SURVEY,2022,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.7,
SURVEY,2022,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","12,000",
SURVEY,2022,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","8,288,000",
SURVEY,2022,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","37,000",
SURVEY,2022,YEAR,,TENNESSEE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,2022,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","90,000",
SURVEY,2022,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","97,524,000",
SURVEY,2022,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","378,000",
SURVEY,2022,YEAR,,TEXAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.2,
SURVEY,2022,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","490,000",
SURVEY,2022,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","596,673,000",
SURVEY,2022,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,009,000",
SURVEY,2022,YEAR,,UTAH,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.1,
SURVEY,2022,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,2022,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","12,291,000",
SURVEY,2022,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","51,000",
SURVEY,2022,YEAR,,VERMONT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.4,
SURVEY,2022,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","30,000",
SURVEY,2022,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","20,640,000",
SURVEY,2022,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","96,000",
SURVEY,2022,YEAR,,VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.2,
SURVEY,2022,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","370,000",
SURVEY,2022,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","625,300,000",
SURVEY,2022,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,924,000",
SURVEY,2022,YEAR,,WASHINGTON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.2,
SURVEY,2022,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,2022,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","7,035,000",
SURVEY,2022,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","35,000",
SURVEY,2022,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.3,
SURVEY,2022,YEAR,,WISCONSIN,"HAY, ALFALFA - ACRES HARVESTED","800,000",
SURVEY,2022,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","389,360,000",
SURVEY,2022,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,480,000",
SURVEY,2022,YEAR,,WISCONSIN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,2022,YEAR,,WYOMING,"HAY, ALFALFA - ACRES HARVESTED","560,000",
SURVEY,2022,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","381,640,000",
SURVEY,2022,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,624,000",
SURVEY,2022,YEAR,,WYOMING,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2021,YEAR,,ALASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $",0,
SURVEY,2021,YEAR,,ARIZONA,"HAY, ALFALFA - ACRES HARVESTED","290,000",
SURVEY,2021,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","515,098,000",
SURVEY,2021,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,407,000",
SURVEY,2021,YEAR,,ARIZONA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",8.3,
SURVEY,2021,YEAR,,ARKANSAS,"HAY, ALFALFA - ACRES HARVESTED","3,000",
SURVEY,2021,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","2,000,000",
SURVEY,2021,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","10,000",
SURVEY,2021,YEAR,,ARKANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.3,
SURVEY,2021,YEAR,,CALIFORNIA,"HAY, ALFALFA - ACRES HARVESTED","500,000",
SURVEY,2021,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","891,700,000",
SURVEY,2021,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,700,000",
SURVEY,2021,YEAR,,CALIFORNIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",7.4,
SURVEY,2021,YEAR,,COLORADO,"HAY, ALFALFA - ACRES HARVESTED","780,000",
SURVEY,2021,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","689,520,000",
SURVEY,2021,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,120,000",
SURVEY,2021,YEAR,,COLORADO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4,
SURVEY,2021,YEAR,,CONNECTICUT,"HAY, ALFALFA - ACRES HARVESTED","6,000",
SURVEY,2021,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","2,795,000",
SURVEY,2021,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","13,000",
SURVEY,2021,YEAR,,CONNECTICUT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.1,
SURVEY,2021,YEAR,,DELAWARE,"HAY, ALFALFA - ACRES HARVESTED","3,000",
SURVEY,2021,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","1,477,000",
SURVEY,2021,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,000",
SURVEY,2021,YEAR,,DELAWARE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.2,
SURVEY,2021,YEAR,,IDAHO,"HAY, ALFALFA - ACRES HARVESTED","960,000",
SURVEY,2021,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","838,368,000",
SURVEY,2021,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,936,000",
SURVEY,2021,YEAR,,IDAHO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.1,
SURVEY,2021,YEAR,,ILLINOIS,"HAY, ALFALFA - ACRES HARVESTED","290,000",
SURVEY,2021,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","190,400,000",
SURVEY,2021,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,088,000",
SURVEY,2021,YEAR,,ILLINOIS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.75,
SURVEY,2021,YEAR,,INDIANA,"HAY, ALFALFA - ACRES HARVESTED","270,000",
SURVEY,2021,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","190,674,000",
SURVEY,2021,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","891,000",
SURVEY,2021,YEAR,,INDIANA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.3,
SURVEY,2021,YEAR,,IOWA,"HAY, ALFALFA - ACRES HARVESTED","910,000",
SURVEY,2021,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","538,265,000",
SURVEY,2021,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,185,000",
SURVEY,2021,YEAR,,IOWA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.5,
SURVEY,2021,YEAR,,KANSAS,"HAY, ALFALFA - ACRES HARVESTED","690,000",
SURVEY,2021,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","442,152,000",
SURVEY,2021,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,484,000",
SURVEY,2021,YEAR,,KANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,2021,YEAR,,KENTUCKY,"HAY, ALFALFA - ACRES HARVESTED","100,000",
SURVEY,2021,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","72,270,000",
SURVEY,2021,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","330,000",
SURVEY,2021,YEAR,,KENTUCKY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.3,
SURVEY,2021,YEAR,,MAINE,"HAY, ALFALFA - ACRES HARVESTED","10,000",
SURVEY,2021,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","4,100,000",
SURVEY,2021,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","20,000",
SURVEY,2021,YEAR,,MAINE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,2021,YEAR,,MARYLAND,"HAY, ALFALFA - ACRES HARVESTED","34,000",
SURVEY,2021,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","23,632,000",
SURVEY,2021,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","112,000",
SURVEY,2021,YEAR,,MARYLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.3,
SURVEY,2021,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - ACRES HARVESTED","5,000",
SURVEY,2021,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","2,150,000",
SURVEY,2021,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","10,000",
SURVEY,2021,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.9,
SURVEY,2021,YEAR,,MICHIGAN,"HAY, ALFALFA - ACRES HARVESTED","560,000",
SURVEY,2021,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","335,048,000",
SURVEY,2021,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,736,000",
SURVEY,2021,YEAR,,MICHIGAN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,2021,YEAR,,MINNESOTA,"HAY, ALFALFA - ACRES HARVESTED","680,000",
SURVEY,2021,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","337,688,000",
SURVEY,2021,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,768,000",
SURVEY,2021,YEAR,,MINNESOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.6,
SURVEY,2021,YEAR,,MISSOURI,"HAY, ALFALFA - ACRES HARVESTED","250,000",
SURVEY,2021,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","122,080,000",
SURVEY,2021,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","763,000",
SURVEY,2021,YEAR,,MISSOURI,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.05,
SURVEY,2021,YEAR,,MONTANA,"HAY, ALFALFA - ACRES HARVESTED","1,550,000",
SURVEY,2021,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","600,780,000",
SURVEY,2021,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,635,000",
SURVEY,2021,YEAR,,MONTANA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.7,
SURVEY,2021,YEAR,,NEBRASKA,"HAY, ALFALFA - ACRES HARVESTED","930,000",
SURVEY,2021,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","610,080,000",
SURVEY,2021,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,813,000",
SURVEY,2021,YEAR,,NEBRASKA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.1,
SURVEY,2021,YEAR,,NEVADA,"HAY, ALFALFA - ACRES HARVESTED","210,000",
SURVEY,2021,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","245,259,000",
SURVEY,2021,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,071,000",
SURVEY,2021,YEAR,,NEVADA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.1,
SURVEY,2021,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - ACRES HARVESTED","5,000",
SURVEY,2021,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","1,284,000",
SURVEY,2021,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","6,000",
SURVEY,2021,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.2,
SURVEY,2021,YEAR,,NEW JERSEY,"HAY, ALFALFA - ACRES HARVESTED","13,000",
SURVEY,2021,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","10,120,000",
SURVEY,2021,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","44,000",
SURVEY,2021,YEAR,,NEW JERSEY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.4,
SURVEY,2021,YEAR,,NEW MEXICO,"HAY, ALFALFA - ACRES HARVESTED","135,000",
SURVEY,2021,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","159,300,000",
SURVEY,2021,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","675,000",
SURVEY,2021,YEAR,,NEW MEXICO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5,
SURVEY,2021,YEAR,,NEW YORK,"HAY, ALFALFA - ACRES HARVESTED","280,000",
SURVEY,2021,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","130,592,000",
SURVEY,2021,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","616,000",
SURVEY,2021,YEAR,,NEW YORK,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.2,
SURVEY,2021,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","8,000",
SURVEY,2021,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","4,708,000",
SURVEY,2021,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","22,000",
SURVEY,2021,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.75,
SURVEY,2021,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","940,000",
SURVEY,2021,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","145,512,000",
SURVEY,2021,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","846,000",
SURVEY,2021,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",0.9,
SURVEY,2021,YEAR,,OHIO,"HAY, ALFALFA - ACRES HARVESTED","320,000",
SURVEY,2021,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","193,440,000",
SURVEY,2021,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","992,000",
SURVEY,2021,YEAR,,OHIO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,2021,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","180,000",
SURVEY,2021,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","106,020,000",
SURVEY,2021,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","558,000",
SURVEY,2021,YEAR,,OKLAHOMA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,2021,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","400,000",
SURVEY,2021,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","331,840,000",
SURVEY,2021,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,360,000",
SURVEY,2021,YEAR,,OREGON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.4,
SURVEY,2021,YEAR,,OTHER STATES,"HAY, ALFALFA - ACRES HARVESTED",0,
SURVEY,2021,YEAR,,OTHER STATES,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",0,
SURVEY,2021,YEAR,,OTHER STATES,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",0,
SURVEY,2021,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","320,000",
SURVEY,2021,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","212,512,000",
SURVEY,2021,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","928,000",
SURVEY,2021,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2021,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED","1,000",
SURVEY,2021,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","436,000",
SURVEY,2021,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,000",
SURVEY,2021,YEAR,,RHODE ISLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,2021,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,300,000",
SURVEY,2021,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","335,400,000",
SURVEY,2021,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,950,000",
SURVEY,2021,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.5,
SURVEY,2021,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,2021,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","12,540,000",
SURVEY,2021,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","57,000",
SURVEY,2021,YEAR,,TENNESSEE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.8,
SURVEY,2021,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","100,000",
SURVEY,2021,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","113,400,000",
SURVEY,2021,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","540,000",
SURVEY,2021,YEAR,,TEXAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.4,
SURVEY,2021,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","520,000",
SURVEY,2021,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","454,064,000",
SURVEY,2021,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,924,000",
SURVEY,2021,YEAR,,UTAH,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.7,
SURVEY,2021,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,2021,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","6,848,000",
SURVEY,2021,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","32,000",
SURVEY,2021,YEAR,,VERMONT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.15,
SURVEY,2021,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","30,000",
SURVEY,2021,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","18,183,000",
SURVEY,2021,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","87,000",
SURVEY,2021,YEAR,,VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,2021,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","390,000",
SURVEY,2021,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","403,650,000",
SURVEY,2021,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,794,000",
